taz_id;X;Y
80459;4095582.875;7419016.461
80460;4074856.771;7447487.384
80461;4013926.056;7412662.532
80462;4043099.497;7420708.325
80463;4331351.36;7345572.438
80464;4299640.15;7330356.698
80465;4235320.884;7449550.058
80466;4254406.31;7463596.126
80467;4291959.165;7385802.866
80468;4313245.27;7507131.419
80469;4160812.118;7458906.85
80470;4170654.154;7482955.854
80471;4170346.343;7473749.413
80472;4155012.317;7472311.228
80473;3951929.906;7497199.55
80474;4149556.982;7505944.789
80475;4073580.565;7550909.333
80476;4110584.798;7531327.127
80477;4112176.539;7552189.408
80478;4205080.597;7577878.257
80479;4157785.699;7582656.486
80480;4236447.083;7529369.979
80481;4262602.04;7521317.319
80482;4292519.694;7527983.217
80483;4290790.389;7553690.82
80484;4269789.59;7546389.688
80485;4249196.203;7545647.805
80486;4236850.045;7556994.875
80487;4179478.18;7426778.067
80488;4152218.556;7486912.015
80489;4148833.128;7356102.477
80490;4294698.962;7418640.707
80491;3985109.829;7491073.677
1000000;4187456.253;7509108.947
1000001;4188528.079;7509764.142
1000002;4186636.025;7510632.34
1000003;4187384.462;7510911.978
1000004;4187084.375;7511777.914
1000005;4186055.762;7512478.015
1000006;4187416.3;7512922.053
1000007;4186547.404;7514515.82
1000008;4185021.494;7513915.663
1000009;4184623.679;7515713.782
1000010;4188380.516;7511424.957
1000011;4188547.696;7512764.801
1000012;4188874.313;7513878.202
1000013;4188362.046;7515794.706
1000014;4189857.612;7515887.254
1000015;4189228.97;7511501.96
1000016;4189815.525;7512553.706
1000017;4191194.503;7513052.293
1000018;4190541.236;7513836.776
1000019;4192793.975;7513544.61
1000020;4191254.575;7515168.32
1000021;4193071.091;7515151.882
1000022;4189719.72;7510890.61
1000023;4190163.438;7509964.858
1000024;4191447.062;7510392.039
1000025;4190836.855;7511661.002
1000026;4192819.176;7510232.2
1000027;4193100.906;7511719.221
1000028;4195860.276;7514240.544
1000029;4197078.038;7513615.333
1000030;4189903.714;7508932.576
1000031;4191242.001;7509100.851
1000032;4192551.137;7509131.234
1000033;4191016.088;7507748.675
1000034;4191676.126;7505426.255
1000035;4192330.863;7505990.304
1000036;4192684.943;7507392.742
1000037;4194620.876;7505475.427
1000038;4194771.374;7507412.319
1000039;4189108.648;7508270.377
1000040;4190332.889;7506589.792
1000041;4188961.827;7507332.906
1000042;4189195.928;7505865.089
1000043;4190361.194;7504501.396
1000044;4189076.188;7504161.095
1000045;4187988.144;7503796.142
1000046;4187337.48;7507773.965
1000047;4187685.439;7507049.764
1000048;4187160.327;7505695.982
1000049;4185081.386;7503518.304
1000050;4186858.279;7503758.865
1000051;4186214.59;7508132.711
1000052;4184672.062;7507599.617
1000053;4185441.56;7506701.308
1000054;4180693.199;7502353.308
1000055;4181605.817;7503974.897
1000056;4183478.557;7503127.853
1000057;4183965.678;7505181.122
1000058;4182182.253;7505769.564
1000059;4183215.879;7507109.816
1000060;4186239.257;7509238.84
1000061;4184559.891;7508704.11
1000062;4184172.269;7509667.315
1000063;4183188.691;7508652.688
1000064;4185987.299;7510386.193
1000065;4184915.628;7511005.261
1000066;4183215.139;7512192.79
1000067;4182262.593;7510350.039
1000068;4179451.626;7508973.24
1000069;4177425.131;7509763.507
1000070;4179472.945;7510635.278
1000071;4180675.489;7512712.494
1000072;4181450.002;7508361.61
1000073;4179373.296;7507317.696
1000074;4180595.07;7506147.624
1000075;4177098.428;7506759.197
1000076;4174989.829;7505077.552
1000077;4196207.287;7508923.544
1000078;4194347.174;7509740.012
1000079;4196637.371;7510789.817
1000080;4197990.729;7511895.967
1000081;4199084.61;7507305.897
1000082;4198296.652;7508210.3
1000083;4182869.121;7516106.438
1000084;4183725.852;7515732.893
1000085;4181925.879;7514499.607
1000086;4180595.136;7515565.506
1000087;4186587.405;7516438.076
1000088;4186916.943;7519659.281
1000089;4188393.637;7518036.221
1000090;4186351.203;7517795.24
1000091;4185613.973;7518400.815
1000092;4193295.173;7502790.209
1000093;4194277.259;7499757.024
1000094;4194724.039;7502967.222
1000095;4194352.088;7512881.633
1000096;4191242.684;7503669.903
1000097;4190495.698;7501001.649
1000098;4189735.975;7502025.717
1000099;4187363.015;7501972.554
1000100;4188586.857;7501742.278
1000101;4187178.354;7500619.511
1000102;4192335.697;7503388.748
1000103;4192182.825;7501285.121
1000104;4190837.383;7500672.241
1000105;4192503.041;7498688.199
1000106;4189787.837;7498766.955
1000107;4190934.432;7497160.967
1000108;4196585.726;7504284.904
1000109;4198100.536;7505617.216
1000110;4200504.064;7504295.087
1000111;4201768.703;7505984.928
1000112;4205041.136;7504103.995
1000113;4206406.088;7501970.949
1000114;4203136.494;7503162.268
1000115;4202488.319;7501964.642
1000116;4201315.91;7498744.526
1000117;4200898.881;7501945.14
1000118;4198958.421;7502555.225
1000119;4203785.659;7501041.13
1000120;4205694.357;7500247.003
1000121;4203076.302;7499033.834
1000122;4205503.865;7498983.757
1000123;4205700.797;7496877.537
1000124;4208434.999;7497722.2
1000125;4209281.963;7496041.588
1000126;4208261.811;7499852.282
1000127;4208794.669;7501674.922
1000128;4210100.933;7498292.917
1000129;4210806.336;7500345.752
1000130;4213441.709;7496074.057
1000131;4212715.557;7498528.143
1000132;4196036.351;7500669.152
1000133;4198644.592;7500502.791
1000134;4198117.344;7498648.916
1000135;4199239.421;7495317.072
1000136;4197371.207;7492794.019
1000137;4195200.374;7490695.548
1000138;4196992.546;7490097.942
1000139;4199737.741;7490320.916
1000140;4198643.534;7488522.437
1000141;4196991.414;7488256.537
1000142;4200937.035;7488410.761
1000143;4202555.433;7488981.276
1000144;4204004.605;7489965.495
1000145;4202609.288;7491657.579
1000146;4205360.271;7490850.724
1000147;4200311.921;7492849.429
1000148;4202340.052;7495742.314
1000149;4202302.701;7493298.585
1000150;4204553.423;7494376.642
1000151;4206205.11;7492918.389
1000152;4206441.377;7494521.156
1000153;4207709.356;7491916.363
1000154;4210290.578;7492634.25
1000155;4207535.536;7486355.458
1000156;4209141.549;7489084.895
1000157;4207364.832;7505564.726
1000158;4211117.331;7506516.656
1000159;4209509.042;7503786.276
1000160;4211429.448;7502905.756
1000161;4207254.539;7507226.773
1000162;4207010.554;7508328.714
1000163;4209646.69;7509096.563
1000164;4211741.904;7509593.356
1000165;4210654.538;7512027.332
1000166;4210099.213;7514825.73
1000167;4210249.739;7517310.248
1000168;4210364.425;7518747.949
1000169;4210848.167;7520280.962
1000170;4207848.005;7520005.295
1000171;4205103.56;7519758.322
1000172;4204727.465;7513993.182
1000173;4207411.561;7517929.472
1000174;4205493.083;7517769.284
1000175;4203091.499;7517665.135
1000176;4201097.558;7508539.231
1000177;4203378.78;7509550.171
1000178;4204402.48;7507479.899
1000179;4205685.353;7510329.802
1000180;4207450.115;7510730.429
1000181;4199934.121;7510503.175
1000182;4199428.115;7514336.443
1000183;4200991.472;7512210.331
1000184;4200547.769;7515655.523
1000185;4198225.464;7515196.328
1000186;4200528.151;7517871.622
1000187;4198094.947;7516734.951
1000188;4201032.595;7519580.261
1000189;4199357.191;7519157.571
1000190;4197632.724;7518629.961
1000191;4193836.693;7519676.635
1000192;4192491.26;7516475.302
1000193;4193054.104;7516742.732
1000194;4196259.431;7517758.834
1000195;4195388.775;7516303.202
1000196;4200030.662;7521710.765
1000197;4198267.021;7520461.496
1000198;4197121.578;7522194.888
1000199;4195137.769;7524045.727
1000200;4202315.4;7522601.98
1000201;4203309.736;7523711.187
1000202;4200743.672;7527881.181
1000203;4203340.268;7520681.983
1000204;4205699.938;7522174.021
1000205;4206138.26;7521299.281
1000206;4209222.081;7522078.714
1000207;4210383.367;7523409.666
1000208;4207258.449;7525939.109
1000209;4190603.787;7519441.721
1000210;4191487.851;7522014.408
1000211;4191872.076;7523588.398
1000212;4192698.808;7525151.327
1000213;4190481.977;7525722.533
1000214;4191102.738;7526804.16
1000215;4188913.1;7520331.127
1000216;4188691.653;7522205.53
1000217;4187031.761;7522045.737
1000218;4188968.218;7524949.576
1000220;4188222.983;7523640.357
1000221;4186061.904;7525925.599
1000222;4188383.777;7528192.699
1000223;4192350.436;7528002.399
1000224;4191553.102;7528918.013
1000225;4189657.302;7528773.853
1000226;4190355.73;7530263.906
1000227;4188876.476;7529032.344
1000228;4194149.201;7527618.105
1000229;4194638.814;7529350.515
1000230;4197123.74;7529675.669
1000231;4196747.269;7532008.381
1000232;4198899.885;7534119.234
1000233;4193434.673;7530885.552
1000234;4191623.845;7530788.334
1000235;4191712.63;7531964.429
1000236;4193329.233;7533269.305
1000237;4193095.053;7534318.452
1000238;4195444.454;7533072.347
1000239;4195518.472;7535782.474
1000240;4197354.043;7535499.095
1000241;4184420.507;7519121.189
1000242;4185091.25;7522728.134
1000243;4185478.259;7520836.242
1000244;4184258.489;7521793.567
1000245;4183354.727;7523826.795
1000246;4184822.422;7524336.08
1000247;4183721.827;7527404.027
1000248;4185089.711;7528831.068
1000249;4188682.668;7530782.982
1000250;4186926.688;7530030.807
1000251;4187670.904;7531644.24
1000252;4186102.633;7533049.751
1000253;4184750.06;7530780.052
1000254;4183257.715;7530967.202
1000255;4184955.398;7534827.763
1000256;4182932.534;7535520.091
1000257;4183098.739;7534238.128
1000258;4183174.153;7533026.812
1000259;4190757.496;7533103.919
1000260;4188904.521;7533112.95
1000261;4188695.368;7535013.651
1000262;4189722.328;7536552.242
1000263;4191220.044;7535054.527
1000264;4193441.111;7535564.427
1000265;4193748.11;7536889.587
1000266;4191666.086;7536956.278
1000267;4185868.662;7535501.271
1000268;4187118.681;7536236.41
1000269;4186138.073;7537061.613
1000270;4184939.598;7537408.978
1000271;4185114.824;7539205.578
1000272;4187229.923;7538369.972
1000273;4188794.99;7537549.068
1000274;4183023.295;7536336.315
1000275;4182863.981;7537496.273
1000276;4183039.878;7539478.706
1000277;4179787.459;7539303.364
1000278;4181200.746;7539175.973
1000279;4183010.956;7517962.802
1000280;4182631.188;7519471.56
1000281;4181283.726;7518641.092
1000282;4181122.573;7517178.629
1000283;4179403.273;7519020.227
1000284;4177152.354;7519966.663
1000285;4177932.666;7520999.98
1000286;4177258.861;7511777.32
1000287;4177431.092;7513095.248
1000288;4179278.317;7515235.279
1000289;4178986.04;7513862.154
1000290;4175362.474;7515438.739
1000291;4177082.251;7518526.611
1000292;4178154.368;7517584.374
1000293;4179058.171;7517433.047
1000294;4177600.266;7516080.317
1000295;4176154.289;7515668.482
1000296;4176084.267;7513728.021
1000297;4182001.343;7520857.066
1000298;4181867.539;7522660.737
1000299;4181709.545;7524729.306
1000300;4180653.532;7526140.34
1000301;4179569.205;7523038.526
1000302;4182610.321;7527110.384
1000303;4181615.939;7527745.945
1000304;4175372.123;7517864.739
1000305;4176071.97;7518839.903
1000306;4174773.256;7519268.736
1000307;4174095.313;7520039.881
1000308;4175608.229;7521026.602
1000309;4174087.006;7521010.888
1000310;4175916.76;7526021.597
1000311;4176172.358;7525060.693
1000312;4180114.61;7527455.562
1000313;4178511.685;7526775.616
1000314;4177184.026;7525940.472
1000315;4178051.09;7525539.746
1000316;4177103.631;7524249.341
1000317;4177624.1;7522591.921
1000318;4173676.533;7522391.607
1000319;4174859.952;7523879.094
1000320;4174363.757;7525299.161
1000321;4172456.975;7525911.472
1000322;4173052.437;7524468.66
1000323;4175569.062;7522641.532
1000324;4176248.273;7530934.015
1000325;4177747.372;7529891.862
1000326;4178464.191;7528251.106
1000327;4176517.075;7528546.198
1000328;4174738.368;7527214.093
1000329;4175299.558;7529229.701
1000330;4172597.995;7527831.756
1000331;4172072.093;7529148.36
1000332;4171201.078;7530392.066
1000333;4169859.465;7531827.313
1000334;4170691.73;7532968.371
1000335;4168811.338;7534109.902
1000336;4174132.245;7530665.958
1000337;4172226.895;7532264.811
1000338;4171589.063;7534526.784
1000339;4174782.319;7532201.649
1000340;4173224.529;7533262.313
1000341;4180163.54;7529879.86
1000342;4177772.87;7531965.753
1000343;4176185.352;7533547.803
1000344;4174310.585;7535152.056
1000345;4173560.998;7535038.028
1000346;4182145.478;7529026.925
1000347;4179047.488;7532991.652
1000348;4181269.605;7530527.545
1000349;4180324.973;7532081.71
1000350;4181161.094;7532225.218
1000351;4180367.161;7533764.722
1000352;4182229.431;7530579.579
1000353;4181888.967;7532556.38
1000354;4180203.583;7535962.567
1000355;4181264.764;7535261.217
1000356;4179620.562;7537402.635
1000357;4175715.647;7537097.36
1000358;4177561.164;7538746.359
1000359;4178314.143;7537351.718
1000360;4177143.359;7535673.84
1000361;4178409.173;7534871.223
1000362;4170083.538;7509215.783
1000363;4175274.093;7511936.111
1000364;4175074.756;7513320.181
1000365;4172642.371;7512945.645
1000366;4170478.251;7513363.112
1000367;4167448.56;7515019.285
1000368;4165101.665;7515269.084
1000369;4174480.367;7515587.977
1000370;4173862.218;7514279.772
1000371;4172189.198;7514490.855
1000372;4172135.658;7515916.344
1000373;4170454.845;7514992.596
1000374;4169275.076;7516072.735
1000375;4174015.984;7517056.517
1000376;4173509.213;7518632.261
1000377;4172717.886;7517386.977
1000378;4171336.497;7517660.648
1000379;4169401.297;7518211.351
1000380;4169329.332;7520256.248
1000381;4170607.848;7519253.143
1000382;4172518.933;7521321.342
1000383;4172045.771;7520159.92
1000384;4171891.256;7522979.354
1000385;4170867.363;7524930.072
1000386;4170035.704;7521938.664
1000387;4169294.761;7524471.004
1000388;4167607.901;7525012.633
1000389;4167357.227;7523817.133
1000390;4166799.207;7522174.676
1000391;4164394.999;7524432.481
1000392;4165388.65;7525323.394
1000393;4168729.023;7526569.904
1000394;4170011.881;7527341.864
1000395;4168535.825;7528103.086
1000396;4166946.329;7528007.744
1000397;4167510.403;7526890.659
1000398;4164267.395;7527731.093
1000399;4166407.688;7526407.095
1000400;4163798.524;7526080.133
1000401;4166587.261;7529352.2
1000402;4165076.362;7529249.017
1000403;4168830.461;7529650.386
1000404;4168409.592;7531530.272
1000405;4166540.576;7532182.128
1000406;4164156.041;7530613.352
1000407;4163507.15;7522517.763
1000408;4165849.127;7520309.817
1000409;4163071.312;7520282.615
1000410;4162840.675;7519179.874
1000411;4166005.032;7518070.628
1000412;4162110.129;7514772.536
1000413;4161839.228;7517095.384
1000414;4160966.69;7512591.164
1000415;4162587.019;7511657.48
1000416;4164644.269;7512713.479
1000417;4164387.55;7510409.067
1000418;4165446.125;7508654.985
1000419;4167687.474;7511318.163
1000420;4173128.383;7511757.156
1000421;4173261.218;7510370.707
1000422;4175795.397;7509776.842
1000423;4175244.275;7507375.371
1000424;4174994.221;7508725.735
1000425;4173710.243;7506789.897
1000426;4170515.834;7507683.712
1000427;4160666.93;7520281.55
1000428;4158430.062;7516367.977
1000429;4156753.339;7513766.318
1000430;4166521.561;7507017.256
1000431;4167229.527;7505092.822
1000432;4165355.056;7504938.609
1000433;4165196.127;7506152.995
1000434;4164163.626;7504989.637
1000435;4164648.639;7507744.553
1000436;4163726.05;7506651.958
1000437;4162472.244;7508773.898
1000438;4160641.37;7510620.19
1000439;4161652.91;7506290.414
1000440;4169146.262;7505706.154
1000441;4171370.073;7506615.538
1000442;4172515.075;7505738.618
1000443;4171014.391;7505259.305
1000444;4169357.743;7504591.837
1000445;4169530.922;7503266.204
1000446;4169859.347;7501801.403
1000447;4172055.155;7503562.755
1000448;4162264.245;7504177.49
1000449;4167243.752;7503676.718
1000450;4164988.767;7503462.173
1000451;4163445.145;7503094.15
1000452;4162074.397;7502581.567
1000453;4168263.848;7502662.635
1000454;4168331.875;7501122.868
1000455;4166675.222;7501228.631
1000456;4166908.607;7502619.896
1000457;4165206.308;7501032.617
1000458;4165083.625;7502199.166
1000459;4163136.621;7501049.243
1000460;4163822.108;7499803.022
1000461;4172366.621;7501809.072
1000462;4170960.603;7499919.524
1000463;4166655.7;7498436.39
1000464;4168089.163;7498763.07
1000465;4169407.91;7499387.917
1000466;4169269.266;7497251.962
1000467;4167890.721;7495634.725
1000468;4170862.578;7496341.464
1000469;4169803.837;7495202.621
1000470;4168845.908;7494167.069
1000471;4167603.769;7492726.178
1000472;4166411.108;7494561.343
1000473;4165149.867;7498021.193
1000474;4177878;7504701.041
1000475;4175883.211;7502605.482
1000476;4175505.956;7503653.37
1000477;4174274.652;7501635.175
1000478;4178067.063;7502839.604
1000479;4176272.896;7501155.722
1000480;4178505.997;7500084.554
1000481;4175555.448;7498956.003
1000482;4174373.001;7499786.723
1000483;4172021.992;7498104.389
1000484;4173261.845;7498314.603
1000485;4174121.553;7497407.017
1000486;4172662.127;7496026.422
1000487;4177094.587;7498248.286
1000488;4176077.151;7496742.755
1000489;4173285.745;7495290.533
1000490;4174156.049;7494269.502
1000491;4175519.401;7493263.748
1000492;4171200.632;7493469.208
1000493;4171451.792;7491466.6
1000494;4173523.977;7491110.976
1000495;4169679.421;7489984.765
1000496;4182651.913;7500534.483
1000497;4181543.03;7499468.781
1000498;4181287.66;7498448.837
1000499;4179647.348;7497823.582
1000500;4180464.907;7496858.988
1000501;4178686.187;7496744.342
1000502;4179612.719;7495840.566
1000503;4177795.053;7495770.537
1000504;4176829.865;7494753.844
1000505;4178300.324;7493609.716
1000506;4179329.36;7494805.249
1000507;4179697.233;7492840.351
1000508;4178821.301;7491133.942
1000509;4177955.937;7491751.999
1000510;4176679.382;7492097.04
1000511;4174172.462;7489039.587
1000512;4175800.832;7490236.667
1000513;4177354.59;7489212.163
1000514;4175934.789;7487490.412
1000515;4179923.697;7488755.512
1000516;4178728.139;7487802.147
1000517;4178084.75;7486315.49
1000518;4176953.264;7485016.227
1000519;4172360.108;7487917.5
1000520;4175715.17;7485366.453
1000521;4171954.871;7486505.011
1000522;4173634.578;7485527.848
1000523;4174631.235;7484005.767
1000524;4173467.223;7482977.785
1000525;4175125.606;7481470.131
1000526;4176578.116;7479535.778
1000527;4180218.565;7477923.66
1000528;4181334.332;7483502.245
1000529;4177640.214;7482988.251
1000530;4180103.603;7490592.513
1000531;4181341.264;7489851.364
1000532;4181546.355;7491696.451
1000533;4182757.335;7492800.758
1000534;4181024.325;7493829.553
1000535;4181470.445;7496025.26
1000536;4182932.621;7495058.901
1000537;4184271.583;7496796.712
1000538;4182709.441;7497460.552
1000539;4184049.053;7498649.296
1000540;4186422.253;7502633.276
1000541;4185921.837;7501228.994
1000542;4185768.219;7500015.581
1000543;4184875.14;7501701.327
1000544;4185385.58;7499092.702
1000545;4186630.056;7497920.509
1000546;4187710.369;7498655.24
1000547;4188404.287;7498594.652
1000548;4185308.635;7496088.676
1000549;4184119.911;7494214.853
1000550;4186199.029;7495081.564
1000551;4185219.065;7493070.731
1000552;4185944.914;7491159.818
1000553;4184217.899;7491509.098
